CLASS,PLATE,MJD,FIBERID
20,1453,53084,550
20,1038,52673,401
20,1595,52999,621
20,934,52672,344
20,2422,54096,435
20,1595,52999,147
20,607,52368,403
20,328,52282,187
20,788,52338,565
20,308,51662,363
20,2773,54533,20
20,2786,54540,162
20,606,52365,7
20,1644,53144,603
20,1163,52669,231
20,1737,53055,410
20,1329,52767,586
20,1044,52468,502
20,1710,53504,260
20,803,52318,574
20,1671,53446,214
20,1283,52762,511
20,415,51810,88
20,2595,54207,151
20,2647,54495,405
20,1778,53883,185
20,2201,53904,191
20,2498,54169,623
20,1077,52644,194
20,2575,54085,445
20,1996,53436,311
20,2766,54242,93
20,1610,53144,101
20,1820,54208,379
20,274,51913,176
20,1309,52762,248
20,969,52442,408
20,1741,53052,277
20,875,52354,155
20,1365,53062,202
20,282,51658,146
20,2037,53446,599
20,1602,53117,372
20,1028,52884,447
20,1657,53520,367
20,970,52413,139
20,2081,53357,397
20,1326,52764,68
20,2198,53918,368
20,2209,53907,176
20,1837,53494,347
20,2113,53468,59
20,836,52376,13
20,881,52368,241
20,1595,52999,153
20,1653,53534,352
20,308,51662,377
20,724,52254,598
20,603,52056,368
20,1994,53845,141
20,1327,52781,619
20,358,51818,525
20,493,51957,498
20,498,51984,540
20,1504,52940,88
20,567,52252,189
20,1684,53239,177
20,1815,53884,362
20,1001,52670,9
20,803,52318,560
20,1710,53504,274
20,1804,53886,457
20,1032,53175,365
20,2234,53823,198
20,389,51795,150
20,1504,52940,539
20,729,52468,166
20,535,51999,264
20,1920,53314,470
20,374,51791,515
20,2596,54207,381
20,1444,53054,456
20,990,52465,533
20,1236,52751,214
20,2130,53881,596
20,2784,54529,245
20,994,52725,15
20,1213,52972,494
20,854,52373,258
20,2532,54589,151
20,806,52592,188
20,1682,53173,518
20,909,52379,264
20,664,52174,458
20,1838,53467,636
20,1608,53138,472
20,721,52228,117
20,2096,53446,494
20,283,51959,257
20,1324,53088,26
20,1287,52728,179
20,1930,53347,63
20,579,52338,161
20,656,52148,124
20,483,51924,476
20,1927,53321,360
20,2521,54538,350
20,1646,53498,327
20,777,52320,121
20,862,52325,70
20,1582,52939,236
20,1777,53857,193
20,550,51959,55
20,1647,53531,202
20,1707,53885,352
20,2508,53875,319
20,1340,52781,144
20,1186,52646,31
20,566,52238,185
20,1922,53315,446
20,735,52519,322
20,1387,53118,246
20,2097,53491,245
20,1389,53135,293
20,960,52425,271
20,2647,54495,429
20,661,52163,229
20,2098,53460,382
20,1899,53262,282
20,2506,54179,16
20,2026,53711,58
20,1208,52672,287
20,1396,53112,373
20,667,52163,431
20,1771,53498,442
20,2486,53876,186
20,2952,54559,205
20,597,52059,586
20,2296,53735,334
20,2030,53499,368
20,2499,54176,525
20,2021,53475,16
20,1565,53002,438
20,743,52262,589
20,1476,52964,279
20,1981,53463,500
20,500,51994,366
20,1740,53050,146
20,1268,52933,230
20,2109,53468,261
20,552,51992,588
20,2222,53799,171
20,534,51997,365
20,916,52378,396
20,448,51900,356
20,2087,53415,423
20,1748,53112,278
20,522,52024,180
20,2347,53757,501
20,2518,54243,19
20,1213,52972,33
20,1039,52707,54
20,1168,52731,151
20,1314,53050,361
20,2141,53764,478
20,1607,53083,197
20,339,51692,504
20,2522,54570,211
20,1091,52902,583
20,2026,53711,304
20,388,51793,137
20,664,52174,312
20,1834,54562,332
20,1041,52724,303
20,2152,53874,411
20,2135,53827,85
20,1365,53062,548
20,1597,52999,362
20,2757,54509,475
20,796,52401,245
20,1025,53239,437
20,494,51915,434
20,1922,53315,334
20,927,52577,185
20,1926,53317,387
20,1339,52767,182
20,2147,53491,244
20,2105,53472,290
20,594,52045,566
20,1780,53090,593
20,1846,54173,421
20,1392,52822,79
20,827,52312,206
20,440,51885,112
20,2279,53708,289
20,509,52374,358
20,2791,54556,321
20,1348,53084,298
20,1593,52991,167
20,2528,54571,20
20,1774,53759,432
20,575,52319,199
20,1802,53885,388
20,2157,54242,86
20,1295,52934,19
20,2795,54563,183
20,1767,53436,168
20,1942,53415,579
20,1030,52914,418
20,1592,52990,385
20,2784,54529,241
20,2508,53875,325
20,1837,53494,425
20,287,52023,621
20,1726,53137,247
20,662,52147,459
20,1020,52721,307
20,2507,53876,517
20,735,52519,478
20,572,52289,227
20,2524,54568,553
20,459,51924,313
20,2489,53857,392
20,468,51912,143
20,2767,54243,618
20,2030,53499,432
20,1626,53472,438
20,2524,54568,75
20,1694,53472,493
20,2484,54144,79
20,338,51694,567
20,1284,52736,507
20,498,51984,222
20,1439,53003,444
20,1284,52736,261
20,901,52641,450
20,858,52316,305
20,778,54525,558
20,1804,53886,335
20,2434,53826,494
20,2017,53474,97
20,2758,54523,76
20,2742,54233,614
20,2422,54096,425
20,1939,53389,3
20,2605,54484,334
20,1320,52759,533
20,814,52443,578
20,692,52201,187
20,1025,53239,379
20,1984,53433,317
20,1564,52991,203
20,1373,53063,557
20,1027,52557,604
20,1198,52669,458
20,2647,54495,415
20,1291,52738,413
20,1427,52996,36
20,753,52233,179
20,1627,53473,194
20,1776,53858,291
20,461,51910,408
20,1238,52761,594
20,1842,53501,615
20,2139,53878,459
20,1601,53115,510
20,1726,53137,535
20,1587,52964,416
20,1996,53436,315
20,1717,53883,13
20,1273,52993,464
20,1623,53089,187
20,1423,53167,617
20,1270,52991,216
20,484,51907,496
20,1950,53436,545
20,875,52354,145
20,1386,53116,425
20,1987,53765,180
20,2122,54178,399
20,752,52251,84
20,1048,52736,77
20,968,52412,150
20,308,51662,7
20,1569,53168,587
20,425,51898,14
20,528,52022,203
20,1747,53075,120
20,2758,54523,62
20,1270,52991,37
20,1364,53061,308
20,1341,52786,452
20,335,52000,390
20,1751,53377,584
20,973,52426,204
20,2219,53816,90
20,564,52224,180
20,934,52672,426
20,902,52409,368
20,1690,53475,203
20,571,52286,310
20,1694,53472,487
20,901,52641,322
20,1040,52722,412
20,2440,53818,451
20,1207,52672,238
20,498,51984,236
20,1591,52976,290
20,2598,54232,550
20,1330,52822,212
20,839,52373,600
20,472,51955,156
20,326,52375,326
20,2775,54535,257
20,2508,53875,331
20,1381,53089,454
20,2023,53851,396
20,2123,53793,159
20,1049,52751,111
20,704,52205,481
20,2426,53795,453
20,936,52705,251
20,2419,54139,385
20,2884,54526,563
20,1394,53108,469
20,527,52342,574
20,1438,53054,366
20,624,52377,422
20,1264,52707,184
20,700,52199,165
20,1584,52943,372
20,1783,53386,530
20,392,51793,197
20,1014,52707,560
20,660,52177,603
20,1062,52619,429
20,2780,54557,266
20,2240,53823,7
20,1998,53433,587
20,1782,53299,533
20,771,52370,75
20,1188,52650,430
20,2206,53795,118
20,2376,53770,581
20,2143,54184,368
20,983,52443,468
20,892,52378,330
20,424,51893,384
20,2768,54265,128
20,1332,52781,602
20,545,52202,73
20,2096,53446,331
20,637,52174,206
20,2027,53433,526
20,1824,53491,373
20,1285,52723,302
20,1424,52912,169
20,1167,52738,502
20,828,52317,471
20,1598,53033,157
20,707,52177,507
20,1990,53472,335
20,700,52199,603
20,1781,53297,165
20,1583,52941,105
20,936,52705,537
20,1793,53883,449
20,1157,52643,104
20,2097,53491,286
20,2357,53793,153
20,890,52583,145
20,734,52224,310
20,1170,52756,450
20,1103,52873,460
20,1986,53475,384
20,2503,53856,155
20,707,52177,513
20,2358,53797,292
20,1975,53734,179
20,1584,52943,400
20,1807,54175,392
20,1832,54259,235
20,1465,53082,182
20,1391,52817,231
20,1363,53053,138
20,2349,53734,172
20,2779,54540,483
20,2596,54207,408
20,882,52370,118
20,1600,53090,124
20,2949,54557,388
20,1212,52703,152
20,924,52409,310
20,2767,54243,195
20,271,51883,4
20,2027,53433,532
20,1458,53119,459
20,2295,53734,452
20,2204,53877,513
20,1408,52822,620
20,464,51908,6
20,2599,54234,282
20,1655,53523,34
20,889,52663,283
20,381,51811,322
20,2281,53711,59
20,2105,53472,253
20,284,51943,71
20,2014,53460,113
20,2616,54499,262
20,1943,53386,251
20,2009,53904,640
20,890,52583,637
20,1042,52725,471
20,2430,53815,49
20,515,52051,159
20,660,52177,22
20,760,52264,197
20,678,52884,490
20,2661,54505,34
20,1956,53437,63
20,695,52202,108
20,2237,53828,470
20,2144,53770,331
20,2655,54184,606
20,1517,52934,223
20,1694,53472,450
20,1625,53140,389
20,1840,53472,95
20,999,52636,622
20,278,51900,221
20,2021,53475,167
20,2284,53708,203
20,1556,53740,520
20,1211,52964,64
20,307,51663,134
20,1723,53905,312
20,1811,53533,469
20,702,52178,566
20,2609,54476,137
20,844,52378,160
20,954,52405,484
20,1339,52767,169
20,1061,52641,554
20,898,52606,544
20,2037,53446,238
20,825,52289,264
20,2000,53495,310
20,1958,53385,314
20,743,52262,43
20,1734,53034,129
20,1972,53466,495
20,1366,53063,574
20,2885,54497,508
20,686,52519,2
20,2487,53852,528
20,515,52051,617
20,1590,52974,628
20,1617,53112,562
20,1837,53494,380
20,1575,53493,607
20,1034,52813,610
20,1363,53053,110
20,881,52368,286
20,1310,53033,371
20,552,51992,563
20,1458,53119,471
20,653,52145,256
20,2224,53815,549
20,1645,53172,623
20,2213,53792,345
20,1338,52765,506
20,1591,52976,521
20,1311,52765,516
20,1600,53090,118
20,913,52433,226
20,2606,54154,416
20,1686,53472,503
20,1978,53473,94
20,1185,52642,556
20,2105,53472,509
20,752,52251,47
20,1841,53491,623
20,769,54530,86
20,999,52636,150
20,2643,54208,500
20,477,52026,115
20,771,52370,531
20,2103,53467,254
20,536,52024,146
20,1799,53556,268
20,1733,53047,316
20,948,52428,502
20,298,51955,3
20,636,52176,127
20,2244,53795,416
20,1380,53084,479
20,699,52202,401
20,1043,52465,455
20,914,52721,515
20,2080,53350,52
20,1399,53172,154
20,1369,53089,416
20,1859,53177,152
20,1282,52759,512
20,1628,53474,433
20,2232,53827,377
20,1720,53854,28
20,1083,52520,492
20,1061,52641,540
20,2971,54590,37
20,690,52261,116
20,2498,54169,182
20,1613,53115,494
20,1463,53063,184
20,1845,54144,345
20,1046,52460,4
20,630,52050,428
20,2593,54175,341
20,901,52641,75
20,1563,52941,39
20,1395,52825,206
20,2783,54524,306
20,2974,54592,137
20,552,51992,211
20,1686,53472,265
20,1573,53226,406
20,802,52289,548
20,748,52233,100
20,546,52205,66
20,1452,53112,262
20,2020,53431,55
20,851,52376,289
20,684,52523,520
20,1801,54156,630
20,1717,53883,298
20,902,52409,624
20,2230,53799,546
20,1239,52760,574
20,518,52282,553
20,1357,53034,591
20,1264,52707,423
20,2603,54479,466
20,1927,53321,604
20,1428,52998,241
20,750,52235,111
20,445,51873,409
20,541,51959,238
20,993,52710,383
20,1557,53301,571
20,1658,53240,450
20,1823,53886,633
20,853,52374,422
20,2006,53476,207
20,514,51994,149
20,760,52264,342
20,1922,53315,122
20,1829,53494,269
20,993,52710,96
20,1217,52672,348
20,2660,54504,131
20,2649,54212,100
20,1951,53389,224
20,1839,53471,453
20,1036,52582,261
20,1978,53473,400
20,1646,53498,125
20,1679,53149,433
20,2230,53799,220
20,311,51665,29
20,1431,52992,522
20,384,51821,593
20,1450,53120,471
20,957,52398,253
20,2583,54095,22
20,935,52643,318
20,1088,52929,249
20,2666,54230,474
20,1435,52996,265
20,1318,52781,603
20,1934,53357,553
20,1740,53050,422
20,1771,53498,132
20,579,52338,377
20,1199,52703,209
20,2762,54533,206
20,440,51885,310
20,2235,53847,510
20,967,52636,108
20,2967,54584,4
20,2765,54535,333
20,296,51984,379
20,1474,52933,204
20,1696,53116,363
20,2572,54056,292
20,738,52521,27
20,1367,53083,375
20,2270,53714,352
20,1695,53473,473
20,2587,54138,423
20,1025,53239,635
20,415,51810,482
20,1027,52557,348
20,986,52443,507
20,1198,52669,114
20,634,52164,565
20,602,52072,271
20,363,51989,118
20,850,52338,147
20,2155,53820,173
20,428,51883,316
20,1563,52941,507
20,728,52520,329
20,2110,53467,137
20,1420,53146,452
20,1941,53386,1
20,1211,52964,421
20,2006,53476,70
20,2571,54055,195
20,1612,53149,111
20,1797,54507,528
20,1707,53885,622
20,1013,52707,612
20,549,51981,67
20,448,51900,154
20,2420,54086,406
20,1080,52614,201
20,1819,54540,37
20,1974,53430,215
20,1158,52668,429
20,547,51959,434
20,1376,53089,526
20,2478,54097,436
20,1593,52991,403
20,1423,53167,37
20,859,52317,70
20,2521,54538,608
20,279,51984,277
20,664,52174,138
20,2482,54175,110
20,1382,53115,493
20,1812,53795,441
20,1078,52643,190
20,692,52201,385
20,2642,54232,264
20,2352,53770,280
20,2220,53795,362
20,2158,54209,236
20,2648,54485,42
20,1750,53358,400
20,579,52338,439
20,772,52375,471
20,1711,53535,566
20,703,52209,272
20,1454,53090,68
20,1815,53884,164
20,429,51820,384
20,397,51794,537
20,2022,53827,384
20,1319,52791,180
20,882,52370,497
20,1351,52790,598
20,424,51893,32
20,919,52409,38
20,2134,53876,531
20,1300,52973,618
20,711,52202,12
20,1403,53227,539
20,1048,52736,462
20,1024,52826,104
20,2004,53737,592
20,1041,52724,129
20,991,52707,337
20,2006,53476,549
20,794,52376,569
20,578,52339,181
20,913,52433,89
20,1722,53852,255
20,376,52143,316
20,1024,52826,11
20,1845,54144,184
20,359,51821,423
20,1004,52723,37
20,301,51942,42
20,1024,52826,110
20,2132,53493,588
20,2287,53705,225
20,363,51989,124
20,379,51789,399
20,2498,54169,343
20,1501,53740,555
20,2575,54085,125
20,1406,52876,532
20,1353,53083,289
20,729,52468,374
20,1019,52707,503
20,2742,54233,364
20,1199,52703,235
20,1158,52668,373
20,1228,52728,228
20,2126,53794,260
20,1341,52786,136
20,426,51882,177
20,1559,53271,471
20,1007,52706,42
20,804,52286,276
20,584,52049,626
20,1007,52706,404
20,837,52642,22
20,1392,52822,487
20,2477,54058,481
20,1371,52821,157
20,1577,53495,69
20,856,52339,216
20,1318,52781,159
20,1386,53116,627
20,388,51793,309
20,614,53437,536
20,330,52370,537
20,991,52707,445
20,875,52354,347
20,742,52263,569
20,2155,53820,629
20,954,52405,137
20,1217,52672,406
20,2609,54476,484
20,1402,52872,513
20,2653,54230,223
20,1107,52968,100
20,2349,53734,364
20,1302,52763,624
20,802,52289,31
20,2013,53818,538
20,1864,53313,431
20,1642,53115,560
20,859,52317,332
20,1734,53034,317
20,940,52670,84
20,1757,53083,342
20,2003,53442,284
20,1077,52644,379
20,786,52319,54
20,1018,52672,14
20,1361,53047,503
20,1679,53149,396
20,766,52247,390
20,903,52400,3
20,1227,52733,583
20,668,52162,312
20,1191,52674,99
20,1054,52516,427
20,1824,53491,171
20,792,52353,267
20,516,52017,488
20,395,51783,540
20,569,52264,472
20,1451,53117,134
20,998,52750,525
20,1455,53089,192
20,1672,53460,203
20,892,52378,132
20,698,52203,69
20,902,52409,181
20,1383,53116,84
20,964,52646,154
20,1188,52650,632
20,666,52149,355
20,1806,53559,321
20,1859,53177,19
20,464,51908,429
20,2231,53816,132
20,1359,53002,536
20,1328,52786,190
20,1343,52790,346
20,1840,53472,122
20,2132,53493,563
20,288,52000,242
20,1568,53169,94
20,299,51671,60
20,1715,54212,173
20,1558,53271,325
20,850,52338,190
20,2652,54508,368
20,1952,53378,173
20,609,52339,136
20,1165,52703,266
20,1057,52522,519
20,913,52433,62
20,1467,53115,84
20,694,52209,68
20,1050,52721,462
20,1561,53032,536
20,775,52295,543
20,392,51793,381
20,1598,53033,427
20,964,52646,86
20,1333,52782,268
20,884,52374,640
20,2273,53709,610
20,2122,54178,602
20,2232,53827,149
20,1440,53084,151
20,969,52442,197
20,1175,52791,486
20,769,54530,211
20,1302,52763,156
20,1276,53035,572
20,1332,52781,372
20,631,52079,516
20,2014,53460,311
20,395,51783,232
20,1668,53433,626
20,1376,53089,283
20,1372,53062,212
20,575,52319,358
20,1188,52650,12
20,1985,53431,591
20,1976,53401,506
20,2886,54498,167
20,886,52381,129
20,2423,54149,534
20,525,52295,67
20,2788,54553,202
20,276,51909,330
20,1208,52672,7
20,627,52144,494
20,294,51986,277
20,448,51900,197
20,998,52750,531
20,2354,53799,451
20,2121,54180,185
20,426,51882,188
20,639,52146,336
20,712,52199,234
20,1387,53118,62
20,813,52354,362
20,494,51915,193
20,769,54530,577
20,1789,54259,229
20,1353,53083,510
20,1807,54175,190
20,501,52235,13
20,753,52233,390
20,270,51909,528
20,1792,54270,638
20,2503,53856,357
20,1990,53472,123
20,1724,53859,371
20,883,52430,193
20,651,52141,123
20,309,51994,417
20,1490,52994,334
20,576,52325,328
20,1325,52762,333
20,575,52319,416
20,1645,53172,421
20,1722,53852,91
20,1160,52674,561
20,373,51788,270
20,1059,52618,553
20,613,52345,116
20,2645,54477,328
20,1623,53089,352
20,692,52201,346
20,604,52079,341
20,2772,54529,315
20,1394,53108,131
20,1298,52964,250
20,926,52413,185
20,1225,52760,482
20,695,52202,444
20,473,51929,457
20,1838,53467,395
20,1426,52993,533
20,1978,53473,399
20,1733,53047,100
20,1678,53433,554
20,385,51783,140
20,445,51873,390
20,2654,54231,140
20,270,51909,266
20,917,52400,228
20,946,52407,377
20,2297,53738,39
20,1055,52761,513
20,830,52293,542
20,1559,53271,98
20,1628,53474,625
20,471,51924,49
20,2013,53818,262
20,665,52168,92
20,1928,53327,198
20,2517,54567,412
20,2530,53881,276
20,2500,54178,92
20,1565,53002,54
20,650,52143,564
20,1292,52736,284
20,2758,54523,377
20,1929,53349,588
20,780,52370,273
20,315,51663,517
20,2506,54179,386
20,767,52252,556
20,1424,52912,431
20,2376,53770,30
20,937,52707,366
20,394,51913,111
20,890,52583,58
20,2422,54096,196
20,910,52377,494
20,1826,53499,222
20,2206,53795,332
20,2171,53557,324
20,840,52374,557
20,2489,53857,147
20,2762,54533,8
20,403,51871,177
20,583,52055,572
20,517,52024,30
20,1160,52674,213
20,906,52368,225
20,2114,53848,553
20,400,51820,343
20,1827,53531,114
20,331,52368,48
20,487,51943,240
20,1352,52819,41
20,1077,52644,437
20,1949,53433,75
20,560,52296,520
20,532,51993,2
20,1852,53534,101
20,806,52592,359
20,1447,53120,101
20,1039,52707,439
20,1814,54555,569
20,1333,52782,254
20,1923,53319,452
20,1193,52652,202
20,1619,53084,599
20,1352,52819,411
20,1859,53177,350
20,2368,53758,213
20,692,52201,434
20,1502,53741,541
20,1276,53035,228
20,1222,52763,394
20,1030,52914,72
20,836,52376,261
20,1753,53383,559
20,991,52707,486
20,1406,52876,297
20,2002,53471,468
20,989,52468,566
20,400,51820,425
20,477,52026,317
20,761,54524,64
20,905,52643,636
20,779,52342,78
20,2016,53799,330
20,2758,54523,405
20,2955,54562,156
20,534,51997,198
20,1652,53555,112
20,2355,53792,411
20,554,52000,475
20,404,51812,80
20,934,52672,181
20,650,52143,216
20,903,52400,563
20,2093,53818,263
20,2245,54208,98
20,355,51788,585
20,748,52233,464
20,2652,54508,51
20,463,51908,439
20,1456,53115,592
20,1303,53050,598
20,1230,52672,262
20,2172,54230,267
20,2135,53827,450
20,2112,53534,525
20,1427,52996,256
20,1195,52724,317
20,1082,52523,173
20,1851,53524,528
20,378,52146,15
20,279,51984,45
20,2162,54207,304
20,2109,53468,103
20,2225,53729,200
20,1831,54557,203
20,582,52045,70
20,415,51810,284
20,1689,53177,186
20,1763,53463,595
20,2346,53734,522
20,455,51909,291
20,1812,53795,509
20,1805,53875,540
20,414,51869,401
20,2091,53447,26
20,951,52398,259
20,1563,52941,301
20,1814,54555,390
20,2878,54465,115
20,1706,53442,252
20,2781,54266,306
20,1736,53052,274
20,2603,54479,512
20,279,51984,459
20,1197,52668,596
20,388,51793,533
20,728,52520,249
20,2501,54084,491
20,726,52226,232
20,2522,54570,615
20,852,52375,93
20,1598,53033,584
20,392,51793,222
20,2641,54230,238
20,742,52263,353
20,2159,54328,557
20,814,52443,154
20,1175,52791,525
20,793,52370,500
20,1465,53082,545
20,1274,52995,169
20,1599,53089,139
20,2129,54252,479
20,1985,53431,432
20,1495,52944,76
20,880,52367,231
20,1068,52614,492
20,300,51943,241
20,2433,53820,199
20,1212,52703,581
20,351,51695,301
20,1090,52903,359
20,928,52578,183
20,804,52286,458
20,1821,53167,101
20,1740,53050,556
20,2586,54169,218
20,1279,52736,638
20,2294,54524,450
20,2093,53818,13
20,2742,54233,80
20,330,52370,319
20,780,52370,26
20,841,52375,616
20,1428,52998,447
20,1379,53084,394
20,1217,52672,228
20,1168,52731,541
20,741,52261,535
20,1658,53240,256
20,1798,53851,345
20,1543,53738,574
20,1017,52706,616
20,1387,53118,124
20,853,52374,542
20,760,52264,544
20,1493,52933,366
20,415,51810,290
20,1831,54557,217
20,712,52199,383
20,1029,52912,567
20,518,52282,433
20,1772,53089,214
20,1230,52672,276
20,1655,53523,485
20,922,52426,290
20,957,52398,455
20,1777,53857,76
20,2762,54533,414
20,2124,53770,120
20,1551,53327,551
20,1810,53794,275
20,1316,52790,3
20,1657,53520,56
20,900,52637,522
20,1222,52763,96
20,345,51690,241
20,299,51671,625
20,2765,54535,2
20,2270,53714,568
20,467,51901,413
20,2169,53556,598
20,649,52201,571
20,445,51873,541
20,2605,54484,64
20,2795,54563,593
20,682,52525,584
20,1567,53172,409
20,1684,53239,205
20,358,51818,66
20,803,52318,612
20,551,51993,167
20,2659,54498,440
20,1559,53271,511
20,405,51816,616
20,273,51957,202
20,912,52427,208
20,2429,53799,582
20,1185,52642,191
20,1579,53473,18
20,827,52312,158
20,1595,52999,547
20,1190,52670,11
20,351,51695,329
20,2157,54242,187
20,789,52342,623
20,2088,53493,112
20,2275,53709,197
20,1434,53053,29
20,2522,54570,629
20,2502,54180,602
20,2601,54144,162
20,541,51959,416
20,390,51900,574
20,843,52378,414
20,1749,53357,420
